,Natural,SQL
1333,List the paper ID of the all the paper which in the conference with ID C-395,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-395
1334,List the paper ID of the all the paper which in the conference with ID C-127,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-127
1335,List the paper ID of the all the paper which in the conference with ID C-171,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-171
1336,List the paper ID of the all the paper which in the conference with ID C-454,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-454
1337,List the paper ID of the all the paper which in the conference with ID C-392,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-392
1338,List the paper ID of the all the paper which in the conference with ID C-342,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-342
1339,List the paper ID of the all the paper which in the conference with ID C-138,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-138
1340,List the paper ID of the all the paper which in the conference with ID C-535,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-535
1341,List the paper ID of the all the paper which in the conference with ID C-481,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-481
1342,List the paper ID of the all the paper which in the conference with ID C-35,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-35
1343,List the paper ID of the all the paper which in the conference with ID C-131,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-131
1344,List the paper ID of the all the paper which in the conference with ID C-46,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-46
1345,List the paper ID of the all the paper which in the conference with ID C-221,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-221
1346,List the paper ID of the all the paper which in the conference with ID C-410,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-410
1347,List the paper ID of the all the paper which in the conference with ID C-569,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-569
1348,List the paper ID of the all the paper which in the conference with ID C-113,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-113
1349,List the paper ID of the all the paper which in the conference with ID C-187,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-187
1350,List the paper ID of the all the paper which in the conference with ID C-531,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-531
1351,List the paper ID of the all the paper which in the conference with ID C-193,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-193
1352,List the paper ID of the all the paper which in the conference with ID C-117,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-117
1353,List the paper ID of the all the paper which in the conference with ID C-141,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-141
1354,List the paper ID of the all the paper which in the conference with ID C-508,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-508
1355,List the paper ID of the all the paper which in the conference with ID C-316,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-316
1356,List the paper ID of the all the paper which in the conference with ID C-174,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-174
1357,List the paper ID of the all the paper which in the conference with ID C-493,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-493
1358,List the paper ID of the all the paper which in the conference with ID C-452,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-452
1359,List the paper ID of the all the paper which in the conference with ID C-448,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-448
1360,List the paper ID of the all the paper which in the conference with ID C-325,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-325
1361,List the paper ID of the all the paper which in the conference with ID C-135,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-135
1362,List the paper ID of the all the paper which in the conference with ID C-180,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-180
1363,How many number of papers have been published with the ID that starts with D07-?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D07-%' ;
1364,How many number of papers have been published with the ID that starts with D14?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D14%' ;
1365,How many number of papers have been published with the ID that starts with E14?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'E14%' ;
1366,How many number of papers have been published with the ID that starts with P0?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P0%' ;
1367,How many number of papers have been published with the ID that starts with W11?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W11%' ;
1368,How many number of papers have been published with the ID that starts with I0?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'I0%' ;
1369,How many number of papers have been published with the ID that starts with W1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W1%' ;
1370,How many number of papers have been published with the ID that starts with W9?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W9%' ;
1371,How many number of papers have been published with the ID that starts with H05-1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'H05-1%' ;
1372,How many number of papers have been published with the ID that starts with P1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P1%' ;
1373,How many number of papers have been published with the ID that starts with C?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'C%' ;
1374,How many number of papers have been published with the ID that starts with N?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'N%' ;
1375,How many number of papers have been published with the ID that starts with W14?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W14%' ;
1376,How many number of papers have been published with the ID that starts with W99-06?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W99-06%' ;
1377,How many number of papers have been published with the ID that starts with D11-1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D11-1%' ;
1378,How many number of papers have been published with the ID that starts with W05-15?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W05-15%' ;
1379,How many number of papers have been published with the ID that starts with D14-?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D14-%' ;
1380,How many number of papers have been published with the ID that starts with P13?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P13%' ;
1381,How many number of papers have been published with the ID that starts with H9?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'H9%' ;
1382,How many number of papers have been published with the ID that starts with A?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'A%' ;
1383,How many number of papers have been published with the ID that starts with D13-1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D13-1%' ;
1384,How many number of papers have been published with the ID that starts with P?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P%' ;
1386,How many number of papers have been published with the ID that starts with P06-?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P06-%' ;
1387,How many number of papers have been published with the ID that starts with S?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'S%' ;
1389,How many number of papers have been published with the ID that starts with W10?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W10%' ;
1390,How many number of papers have been published with the ID that starts with W07-1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W07-1%' ;
1391,How many number of papers have been published with the ID that starts with D14-1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D14-1%' ;
1392,How many number of papers have been published with the ID that starts with N09-10?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'N09-10%' ;
1393,How many number of papers have been published with the ID that starts with W04-31?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W04-31%' ;
1394,How many number of papers have been published with the ID that starts with N1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'N1%' ;
1395,How many number of papers have been published with the ID that starts with W04-0?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W04-0%' ;
1396,How many number of papers have been published with the ID that starts with C14-10?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'C14-10%' ;
1397,How many number of papers have been published with the ID that starts with I?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'I%' ;
1398,How many number of papers have been published with the ID that starts with C08-20?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'C08-20%' ;
1399,How many number of papers have been published with the ID that starts with W10-?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W10-%' ;
1400,How many number of papers have been published with the ID that starts with W09-03?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W09-03%' ;
1401,How many number of papers have been published with the ID that starts with W0?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W0%' ;
1402,How many number of papers have been published with the ID that starts with W06?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W06%' ;
1403,How many number of conference have been conducted in the field F-14?,SELECT COUNT(*) FROM ConfID_FieldID WHERE FieldID='F-14' ;
1404,How many number of conference have been conducted in the field F-2?,SELECT COUNT(*) FROM ConfID_FieldID WHERE FieldID='F-2' ;
1405,How many number of conference have been conducted in the field F-9?,SELECT COUNT(*) FROM ConfID_FieldID WHERE FieldID='F-9' ;
1408,How many number of conference have been conducted in the field F-3?,SELECT COUNT(*) FROM ConfID_FieldID WHERE FieldID='F-3' ;
1409,How many number of conference have been conducted in the field F-5?,SELECT COUNT(*) FROM ConfID_FieldID WHERE FieldID='F-5' ;
1410,List all the conference which has beeen conducted in the field with ID F-4,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-4' ;
1411,List all the conference which has beeen conducted in the field with ID F-13,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-13' ;
1412,List all the conference which has beeen conducted in the field with ID F-1,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-1' ;
1413,List all the conference which has beeen conducted in the field with ID F-5,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-5' ;
1414,List all the conference which has beeen conducted in the field with ID F-14,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-14' ;
1415,List all the conference which has beeen conducted in the field with ID F-3,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-3' ;
1416,List all the conference which has beeen conducted in the field with ID F-0,SELECT ConfID FROM ConfID_FieldID WHERE FieldID='F-0' ;
1417,List all the Field ID with more than 29 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>29;"
1418,List all the Field ID with more than 16 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>16;"
1419,List all the Field ID with more than 18 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>18;"
1421,List all the Field ID with more than 25 conferences,"SELECT COUNT(*),FieldID FROM ConfID_FieldID GROUP BY FieldID HAVING COUNT(*)>25;"
1422,What is the Field ID in which the conference with ID C-161 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-161' ;
1423,What is the Field ID in which the conference with ID C-446 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-446' ;
1424,What is the Field ID in which the conference with ID C-124 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-124' ;
1425,What is the Field ID in which the conference with ID C-232 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-232' ;
1426,What is the Field ID in which the conference with ID C-151 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-151' ;
1427,What is the Field ID in which the conference with ID C-379 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-379' ;
1428,What is the Field ID in which the conference with ID C-113 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-113' ;
1429,What is the Field ID in which the conference with ID C-439 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-439' ;
1430,What is the Field ID in which the conference with ID C-155 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-155' ;
1431,What is the Field ID in which the conference with ID C-608 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-608' ;
1432,What is the Field ID in which the conference with ID C-297 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-297' ;
1433,What is the Field ID in which the conference with ID C-80 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-80' ;
1434,What is the Field ID in which the conference with ID C-403 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-403' ;
1435,What is the Field ID in which the conference with ID C-218 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-218' ;
1436,What is the Field ID in which the conference with ID C-544 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-544' ;
1437,What is the Field ID in which the conference with ID C-654 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-654' ;
1438,What is the Field ID in which the conference with ID C-278 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-278' ;
1439,What is the Field ID in which the conference with ID C-486 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-486' ;
1440,What is the Field ID in which the conference with ID C-229 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-229' ;
1441,What is the Field ID in which the conference with ID C-556 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-556' ;
1442,What is the Field ID in which the conference with ID C-222 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-222' ;
1443,What is the Field ID in which the conference with ID C-289 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-289' ;
1444,What is the Field ID in which the conference with ID C-132 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-132' ;
1445,What is the Field ID in which the conference with ID C-64 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-64' ;
1446,What is the Field ID in which the conference with ID C-144 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-144' ;
1447,What is the Field ID in which the conference with ID C-610 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-610' ;
1448,What is the Field ID in which the conference with ID C-438 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-438' ;
1449,What is the Field ID in which the conference with ID C-292 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-292' ;
1450,What is the Field ID in which the conference with ID C-358 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-358' ;
1451,What is the Field ID in which the conference with ID C-119 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-119' ;
1452,What is the Field ID in which the conference with ID C-466 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-466' ;
1453,What is the Field ID in which the conference with ID C-577 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-577' ;
1454,What is the Field ID in which the conference with ID C-173 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-173' ;
1455,What is the Field ID in which the conference with ID C-422 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-422' ;
1456,What is the Field ID in which the conference with ID C-534 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-534' ;
1457,What is the Field ID in which the conference with ID C-394 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-394' ;
1458,What is the Field ID in which the conference with ID C-340 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-340' ;
1460,What is the Field ID in which the conference with ID C-102 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-102' ;
1461,What is the Field ID in which the conference with ID C-65 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-65' ;
1462,What is the Field ID in which the conference with ID C-270 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-270' ;
1463,How many number of conference have ID that starts with C-?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C-%' ;
1465,How many number of conference have ID that starts with C-5?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C-5%' ;
1467,How many number of conference have ID that starts with C?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C%' ;
1469,How many number of conference have ID that starts with C-2?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C-2%' ;
1472,How many number of conference have ID that starts with C-3?,SELECT COUNT(*) FROM ConfID_FieldID WHERE ConfID LIKE 'C-3%' ;
1504,List all the venues where the papers are presented,SELECT DISTINCT Venue FROM ConfID_Venue_Year;
1505,How many total conferences have been held at Proceedings of the First workshop on Unsupervised Learning in NLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the First workshop on Unsupervised Learning in NLP;
1506,"How many total conferences have been held at JEP-TALN-RECITAL 2012, Workshop TALAf 2012: Traitement Automatique des Langues Africaines (TALAf 2012: African Language Processing)?","SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=JEP-TALN-RECITAL 2012, Workshop TALAf 2012: Traitement Automatique des Langues Africaines (TALAf 2012: African Language Processing);"
1507,How many total conferences have been held at Proceedings of the Workshop on Distributional Semantics and Compositionality?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Workshop on Distributional Semantics and Compositionality;
1508,How many total conferences have been held at Workshop on Computational Approaches to Code Switching?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Computational Approaches to Code Switching;
1509,How many total conferences have been held at *SEM?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=*SEM;
1510,How many total conferences have been held at Workshop On Automatic Information Extraction And Building Of Lexical Semantic Resources For NLP Applications?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Automatic Information Extraction And Building Of Lexical Semantic Resources For NLP Applications;
1511,How many total conferences have been held at Workshop On TIPSTER Text Program?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On TIPSTER Text Program;
1512,How many total conferences have been held at Proceedings of the 7th Workshop on Asian Language Resources (ALR7)?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the 7th Workshop on Asian Language Resources (ALR7);
1513,How many total conferences have been held at Workshop On Enhancing And Using Electronic Dictionaries?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Enhancing And Using Electronic Dictionaries;
1514,How many total conferences have been held at Proceedings of the NAACL HLT 2010 Workshop on Computational Linguistics in a World of Social Media?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the NAACL HLT 2010 Workshop on Computational Linguistics in a World of Social Media;
1515,How many total conferences have been held at Proceedings of the NAACL HLT 2009 Workshop on Semi-supervised Learning for Natural Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the NAACL HLT 2009 Workshop on Semi-supervised Learning for Natural Language Processing;
1517,How many total conferences have been held at CompuTerm International Workshop On Computational Terminology?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=CompuTerm International Workshop On Computational Terminology;
1518,How many total conferences have been held at SIGLEX Workshop On Deep Lexical Acquisition?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=SIGLEX Workshop On Deep Lexical Acquisition;
1519,How many total conferences have been held at Workshop on Computational Approaches to Deception Detection?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Computational Approaches to Deception Detection;
1520,How many total conferences have been held at ANLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=ANLP;
1521,How many total conferences have been held at Workshop On Computer Mediated Language Assessment And Evaluation In Natural Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Computer Mediated Language Assessment And Evaluation In Natural Language Processing;
1522,How many total conferences have been held at CLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=CLP;
1523,How many total conferences have been held at Proceedings of the 2010 Workshop on Applications of Tree Automata in Natural Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the 2010 Workshop on Applications of Tree Automata in Natural Language Processing;
1524,How many total conferences have been held at Workshop On Intrinsic And Extrinsic Evaluation Measures For Machine Translation And/or Summarization?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Intrinsic And Extrinsic Evaluation Measures For Machine Translation And/or Summarization;
1525,How many total conferences have been held at CogALex?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=CogALex;
1526,How many total conferences have been held at Proceedings of the IJCNLP-08 Workshop on NLP for Less Privileged Languages?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the IJCNLP-08 Workshop on NLP for Less Privileged Languages;
1527,How many total conferences have been held at Workshop On Syntactic And Semantic Complexity In Natural Language Processing Systems?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Syntactic And Semantic Complexity In Natural Language Processing Systems;
1528,How many total conferences have been held at Proceedings of the Workshop on Parsing German?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Workshop on Parsing German;
1529,How many total conferences have been held at Workshop On Computationally Hard Problems And Joint Inference In Speech And Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Computationally Hard Problems And Joint Inference In Speech And Language Processing;
1530,How many total conferences have been held at TextGraphs Workshop On Graph Based Methods For Natural Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=TextGraphs Workshop On Graph Based Methods For Natural Language Processing;
1531,How many total conferences have been held at Proceedings of SRSL 2009 the 2nd Workshop on Semantic Representation of Spoken Language?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of SRSL 2009 the 2nd Workshop on Semantic Representation of Spoken Language;
1532,How many total conferences have been held at Workshop On Linking Biological Literature Ontologies And Databases: Mining Biological Semantics?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Linking Biological Literature Ontologies And Databases: Mining Biological Semantics;
1533,How many total conferences have been held at CAtoCL?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=CAtoCL;
1534,How many total conferences have been held at Workshop On The Relation Of Discourse/Dialogue Structure And Reference?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On The Relation Of Discourse/Dialogue Structure And Reference;
1535,How many total conferences have been held at Workshop On Applied Interlinguas: Practical Applications Of Interlingual Approaches To NLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Applied Interlinguas: Practical Applications Of Interlingual Approaches To NLP;
1536,How many total conferences have been held at Proceedings of the NAACL HLT Workshop on Extracting and Using Constructions in Computational Linguistics?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the NAACL HLT Workshop on Extracting and Using Constructions in Computational Linguistics;
1537,How many total conferences have been held at Workshop On The Acquisition Of Lexical Knowledge From Text?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On The Acquisition Of Lexical Knowledge From Text;
1538,How many total conferences have been held at Workshop on Analysis of Large Scale Social Interaction in MOOCs?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Analysis of Large Scale Social Interaction in MOOCs;
1539,How many total conferences have been held at Workshop on Cognitive Modeling and Computational Linguistics?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Cognitive Modeling and Computational Linguistics;
1540,How many total conferences have been held at SENSEVAL International Workshop On The Evaluation Of Systems For The Semantic Analysis Of Text?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=SENSEVAL International Workshop On The Evaluation Of Systems For The Semantic Analysis Of Text;
1541,How many total conferences have been held at Proceedings of the NAACL HLT 2010 Second Workshop on Computational Approaches to Linguistic Creativity?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the NAACL HLT 2010 Second Workshop on Computational Approaches to Linguistic Creativity;
1542,How many total conferences have been held at Workshop On Information Extraction Beyond The Document?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Information Extraction Beyond The Document;
1544,How many total conferences have been held at Proceedings of the 6th Workshop on Asian Language Resources?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the 6th Workshop on Asian Language Resources;
1545,How many total conferences have been held at Workshop on Statistical Machine Translation?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Statistical Machine Translation;
1546,How many total conferences have been held at Workshop on Predicting and Improving Text Readability for target reader populations?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop on Predicting and Improving Text Readability for target reader populations;
1547,How many total conferences have been held at Workshop On Word Senses And Multi-Linguality?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Word Senses And Multi-Linguality;
1548,How many total conferences have been held at Workshop On Web As Corpus?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Web As Corpus;
1549,How many total conferences have been held at Workshop On Natural Language Generation?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Natural Language Generation;
1550,How many total conferences have been held at Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3)?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3);
1551,How many total conferences are held in the year 1969?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1969;
1552,How many total conferences are held in the year 1984?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1984;
1553,How many total conferences are held in the year 2001?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2001;
1554,How many total conferences are held in the year 2008?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2008;
1556,How many total conferences are held in the year 2007?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2007;
1557,How many total conferences are held in the year 2003?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2003;
1558,How many total conferences are held in the year 1981?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1981;
1559,How many total conferences are held in the year 1965?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1965;
1560,How many total conferences are held in the year 1997?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1997;
1561,How many total conferences are held in the year 1992?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1992;
1562,How many total conferences are held in the year 2011?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2011;
1563,How many total conferences are held in the year 1980?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1980;
1564,How many total conferences are held in the year 2005?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2005;
1565,How many total conferences are held in the year 1985?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1985;
1566,How many total conferences are held in the year 1994?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1994;
1567,How many total conferences are held in the year 2009?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2009;
1568,How many total conferences are held in the year 1975?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1975;
1571,How many total conferences are held in the year 2013?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=2013;
1572,How many total conferences are held in the year 1996?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1996;
